Total Length of Bwd Packet,Flow Bytes/s,Total TCP Flow Time,Total Fwd Packet,Fwd IAT Std,Bwd Packet Length Std,Flow Duration,Average Packet Size
11595.0,225414.55224584503,53009,7,16701.423429356753,2181.008184303764,53009,919.1538461538462
11595.0,11974.848010003088,998092,7,406233.4260420561,2537.820147291766,998092,919.3846153846154
11595.0,131233.10550952685,91006,8,24411.559027289863,2566.88526280022,91006,796.2
11595.0,322818.68310087576,36996,9,8908.731912327044,2179.547085979103,36996,796.2
11595.0,3393344.709897611,3516,7,691.5405989528019,2537.820147291766,3516,917.7692307692308
11595.0,10339.254073209731,1156950,9,348720.9134646829,2181.008184303764,1156950,797.4666666666667
11595.0,76189.62694980351,157003,8,51173.62178896467,1732.0096450985156,157003,747.625
11595.0,71252.13530227548,168009,8,53625.84022252172,3506.0217768861617,168009,855.0714285714286
11595.0,74634.70119870505,160006,9,51834.54531694366,1754.8314733899665,160006,796.1333333333333
11595.0,73912.64083963574,161975,7,60396.058429061966,3331.6381856378102,161975,997.6666666666666
11595.0,11773.91944181147,1013851,9,351923.11497336114,2323.928013238424,1013851,702.1764705882352
11595.0,61482.95147032293,194005,7,70609.34739938237,3003.1711572935696,194005,994.0
11595.0,34722.339000341926,356802,9,82517.37053277242,3331.6381856378102,356802,884.9285714285714
11606.0,11351.141980189956,1055929,9,350487.0950827628,3776.96293336326,1055929,749.125
11595.0,424797.4010210274,28011,8,5892.803064109724,1754.8314733899665,28011,849.9285714285714
11595.0,313235.2554149011,37997,9,9238.9346778805,2181.008184303764,37997,793.4666666666667
11595.0,53488.45553542276,222964,8,69733.08316956402,2120.732252245504,222964,795.0666666666667
11595.0,71654.46823890846,166005,9,53561.94934289373,2181.008184303764,166005,793.0
11595.0,53895.02140121649,221950,7,78595.99053047597,2119.4801137026398,221950,854.4285714285714
11595.0,21509.39756426506,590951,10,93620.82476908888,2181.008184303764,590951,794.4375
11595.0,72636.36086466051,163995,8,55123.6033517058,1757.5790031691183,163995,794.1333333333333
11595.0,74181.7097934015,161037,9,52201.895668746685,2181.008184303764,161037,796.4
11595.0,48269.94242588648,246986,8,78232.0256027208,1977.812908239806,246986,851.5714285714286
11595.0,11850.430685269224,1005955,9,352883.9652799436,2362.781390649588,1005955,794.7333333333333
11595.0,73991.26811121669,161019,7,59541.60609775319,1754.8314733899665,161019,916.4615384615385
11595.0,21947.94750379578,576956,9,97709.00900560369,2181.008184303764,576956,844.2
11595.0,90988.20565670443,130995,8,38828.13043339044,3126.6825710327557,130995,851.3571428571429
11595.0,193499.4757641745,61995,7,19426.44386139676,1947.6382156467405,61995,856.8571428571429
11595.0,56665.32133615062,210605,8,71385.39127593998,3633.797049918997,210605,918.0
11595.0,9575.969654490513,1241963,10,329359.2223923009,1729.380148038184,1241963,660.7222222222222
11595.0,73385.20636712853,162962,6,65338.08715672659,3774.237538894445,162962,1087.1818181818182
11595.0,11684.327613178106,1017688,8,375852.47565811424,2324.9069374616142,1017688,743.1875
11595.0,69987.24952331935,170974,8,61545.21312127253,2534.051597738294,170974,854.7142857142857
11595.0,122064.4818893459,97981,9,25683.193665104925,2848.073576999021,97981,797.3333333333334
11595.0,7498.289211389389,1747732,12,273446.36687514826,2118.22723498864,1747732,689.7368421052631
11595.0,73417.62832900815,162999,8,56053.729488938094,1547.7376884927733,162999,797.8
11595.0,69669.51863526576,170993,8,54341.51691189449,2120.732252245504,170993,794.2
11595.0,32950.60751262086,373984,9,80804.30768573807,2181.008184303764,373984,821.5333333333333
11595.0,11915.220842970495,1003926,9,352951.742067524,5797.5,1003926,920.1538461538462
11595.0,32757.786025496207,378017,9,82398.86941394542,2046.6734639060387,378017,728.4117647058823
11595.0,75210.66532511634,159020,8,54498.36208984809,2845.8356769146035,159020,854.2857142857143
11595.0,747092.6597474052,15994,7,2810.806764376852,1947.6382156467405,15994,853.5
11595.0,75711.35638701837,158008,8,53690.84860215051,2181.008184303764,158008,854.5
11595.0,67486.42014144399,178021,8,55240.09629745753,2698.6092626352843,178021,800.9333333333333
11595.0,12103.879508560312,982908,9,344585.98743419617,1946.274720000824,982908,743.5625
11595.0,72334.64850876076,164997,8,55979.86860768194,2181.008184303764,164997,852.5
11595.0,91968.70263657976,129979,8,44014.6031784041,1754.8314733899665,129979,853.8571428571429
11595.0,73924.30538732461,160989,6,64927.69192494062,3633.797049918997,160989,1081.909090909091
11595.0,77246.18511468852,154985,7,57140.92153760444,2181.008184303764,154985,920.9230769230768
11595.0,21943.66074916446,575975,11,91346.37583791828,2181.008184303764,575975,743.4705882352941
11595.0,283269.4642134577,42013,7,12556.9598775606,2181.008184303764,42013,915.4615384615385
11595.0,21522.885278408437,580963,12,89310.1162733743,2181.008184303764,580963,694.6666666666666
11595.0,180763.4050287792,66020,8,16790.58594229857,3506.0217768861617,66020,852.4285714285714
11595.0,69921.52322140743,171006,7,58720.84529704933,4060.245891568638,171006,919.7692307692308
11595.0,74841.20236070821,159952,9,51871.658063780014,2181.008184303764,159952,798.0666666666667
11595.0,69101.64948573489,171993,8,53395.58837849541,3776.347044433284,171993,914.2307692307692
11595.0,113132.24707758204,105991,8,30410.67771829024,3506.0217768861617,105991,856.5
11595.0,10322.90296315632,1156942,9,348420.3412787286,3774.237538894445,1156942,853.0714285714286
11595.0,75133.81933917462,158983,8,50594.95642989385,1895.8810192851536,158983,746.5625
11595.0,205433.63960764708,58009,7,14346.205873563456,2120.732252245504,58009,851.2142857142857
11595.0,735.3011587078543,16186565,8,6056788.318780063,2120.732252245504,16186565,793.4666666666667
11595.0,258419.39341232745,45995,8,10033.141975710396,4060.245891568638,45995,849.0
11595.0,66202.16803071469,179979,8,57299.59094884327,4060.245891568638,179979,851.0714285714286
11595.0,11960.930427954849,999755,9,344911.5099089858,2324.9069374616142,999755,703.4117647058823
11595.0,21954.39165556943,578973,9,98466.05228915554,2362.781390649588,578973,847.4
11595.0,107450.52806113254,110972,8,32113.730009808223,2119.4801137026398,110972,794.9333333333333
11595.0,11795.945513215262,1014925,8,376469.4446214346,2050.0060583534173,1014925,748.25
11595.0,82570.95941825006,144942,9,43401.003753205,2196.731435565121,144942,854.8571428571429
11595.0,75938.47957389332,156956,7,57882.7555517761,1977.812908239806,156956,916.8461538461538
11595.0,159543.9695979732,74995,8,24173.61944942698,4095.5661696522498,74995,997.0833333333334
11595.0,76854.53473165979,155996,7,57472.609401928734,1947.6382156467405,155996,856.3571428571429
11595.0,71076.59346545259,168030,10,49450.45399184926,3633.797049918997,168030,796.2
11595.0,101246.18514750764,117960,8,35603.138582888736,2120.732252245504,117960,796.2
11595.0,151321.45207837576,79004,7,28069.699397511664,2181.008184303764,79004,919.6153846153846
11595.0,69598.0279299078,172002,8,55517.84516025542,2277.232520490816,172002,798.0666666666667
11595.0,167939.0388190884,70996,8,17352.63174770411,2848.073576999021,70996,851.6428571428571
11595.0,66983.81851575182,178043,8,53662.17685581495,3126.6825710327557,178043,851.8571428571429
11595.0,10075.957866465233,1191450,10,328830.64482534165,2181.008184303764,1191450,750.3125
11595.0,9281.270661777966,1330960,9,344936.6475795644,1754.8314733899665,1330960,823.5333333333333
11595.0,74680.33888767312,159935,6,63940.02417109333,1754.8314733899665,159935,995.3333333333334
11595.0,283455.01676615374,42049,9,10845.777195855668,1754.8314733899665,42049,794.6
11595.0,69499.67252994013,171008,8,54265.308935864006,2120.732252245504,171008,792.3333333333334
11595.0,67236.66249094167,178013,8,55262.82859468662,1760.597233624891,178013,797.9333333333333
11595.0,111465.1764771846,107011,8,34598.183062671014,3774.237538894445,107011,917.5384615384615
11595.0,9809.304377665572,1223940,7,393796.2804796409,1754.8314733899665,1223940,923.5384615384615
11595.0,74861.86463984799,159988,7,59096.53721383908,2181.008184303764,159988,921.3076923076924
11595.0,70811.54000899344,169012,8,54350.94266234684,1895.8810192851536,169012,748.0
11595.0,31771.27363450793,387992,9,83846.26117739879,1760.597233624891,387992,770.4375
11595.0,75320.8779524569,158004,6,64158.957396454,3331.6381856378102,158004,1081.909090909091
11595.0,371744.7713133461,31987,9,5101.465978030236,1547.9819985572,31987,699.4705882352941
11595.0,1188954.3593328674,10013,7,1514.5520019684589,1754.8314733899665,10013,915.7692307692308
11595.0,25313.95411508956,500949,9,94182.17968678348,3774.237538894445,500949,905.7857142857144
11595.0,209060.2731070313,56974,6,19488.34118646325,1754.8314733899665,56974,992.5833333333334
11595.0,72654.21107831899,163996,7,59319.95625307446,1760.597233624891,163996,851.0714285714286
11595.0,74648.41552597037,159990,8,54404.57909255521,3776.347044433284,159990,918.6923076923076
11595.0,372.95861372540094,32065220,8,12118328.247896196,2537.820147291766,32065220,854.2142857142857
11595.0,70284.10093523911,170010,8,57861.58701714685,3331.6381856378102,170010,919.1538461538462
11595.0,59612.58571278527,1090552262,7,67826.25744871965,2119.4801137026398,199941,851.3571428571429
11595.0,73120.29844518892,162978,6,65335.915397275945,2362.781390649588,162978,993.0833333333334
11595.0,1558388.9106839283,7647,9,1055.0215214460252,2534.051597738294,7647,794.4666666666667
11595.0,540905.3722388874,99006179,7,5531.467026627444,3774.237538894445,22002,991.75
11595.0,75924.05047165905,85747580,9,50023.5404577542,2118.22723498864,156999,745.0
11595.0,271186.8256672345,44025,8,14065.093123453842,2181.008184303764,44025,852.7857142857143
11595.0,21794.78808331644,581974,9,99055.66420200311,3633.797049918997,581974,906.0
11595.0,65025.76657613298,182989,8,57545.30166084886,1729.380148038184,182989,743.6875
11595.0,83199.23880952048,142934,9,40794.034626050765,2119.4801137026398,142934,743.25
11595.0,10278.047695021294,1163937,8,370415.4175506712,1760.597233624891,1163937,797.5333333333333
11595.0,70683.40108761902,168993,7,58002.89290630253,2120.732252245504,168993,853.2142857142857
11595.0,11690.514137126149,1018347,9,351097.9404797542,2323.928013238424,1018347,700.2941176470588
11595.0,66239.88619187339,179952,7,67261.14037094524,2118.22723498864,179952,851.4285714285714
11595.0,64333.55496813324,184989,7,68397.82779226253,1547.737688492773,184989,850.0714285714286
11595.0,1089684.057179277,10983,7,2541.412343560171,6694.376371253711,10983,1196.8
11595.0,29404.061184448638,419976,11,85756.58628700189,1947.6382156467405,419976,686.0555555555555
11595.0,72466.75475494891,164986,6,66144.74693201267,3331.6381856378102,164986,1086.909090909091
11595.0,75285.99369839064,159007,6,64554.12776345135,2181.008184303764,159007,997.5833333333334
11595.0,542892.212574442,21997,6,6386.83640780003,1757.5790031691183,21997,918.6153846153846
11595.0,75704.39358130706,2335080189,8,54199.91480269178,3331.6381856378102,156979,914.1538461538462
11595.0,70519.68410778196,169045,8,53185.782544818896,1977.812908239806,169045,851.5
11606.0,54155.61048307949,220088,9,55256.69150945819,2047.7875692003377,220088,701.1176470588235
11595.0,66350.71090047393,179983,8,56415.27255223409,2119.4801137026398,179983,796.1333333333333
11595.0,70935.83158245591,168011,8,53618.208094692185,2120.732252245504,168011,794.5333333333333
11595.0,277137.0105106502,43004,9,10393.97291016014,1754.8314733899665,43004,794.5333333333333
11595.0,3976.8652646704554,3003622,11,675370.3381004791,3175.423908708883,3003622,746.5625
11595.0,352241.9677533247,33988,8,9063.775020323905,2181.008184303764,33988,855.1428571428571
11595.0,84106.88377727382,141986,9,45481.78026026308,1754.8314733899665,141986,796.1333333333333
11595.0,75112.76350803027,158961,7,57704.49925872332,1760.597233624891,158961,852.8571428571429
11595.0,76756.60447426721,156182,6,63603.57939848984,1757.5790031691183,156182,922.1538461538462
11595.0,66532.2130103466,178996,8,60776.47197292872,2181.008184303764,178996,850.6428571428571
11595.0,69956.0800734533,170993,8,54300.46023395241,2120.732252245504,170993,797.4666666666667
11595.0,76226.81410517734,156992,7,56955.563087960654,4414.366205923564,156992,997.25
11595.0,127762.82044460526,93971,8,28710.360005040824,2181.008184303764,93971,857.5714285714286
11595.0,32554.4307308279,374972,8,85565.77276936758,2120.732252245504,374972,813.8
11595.0,153334.35889546957,78006,7,21644.880845132877,1760.597233624891,78006,854.3571428571429
11595.0,202133.25193739292,58971,7,14730.545960689984,4060.245891568638,58971,916.9230769230768
11595.0,13084.01643459297,995948,11,142526.7355027353,1754.8314733899665,995948,766.5294117647059
11595.0,209445.36931569263,57065,7,13294.228784200555,1757.5790031691183,57065,853.7142857142857
11595.0,69716.71189295406,170992,7,59279.30258923992,3776.347044433284,170992,993.4166666666666
11595.0,163556.59148556934,72935,7,20590.9034422161,1760.597233624891,72935,852.0714285714286
11595.0,21101.025184986323,595990,10,97346.20265378155,3331.6381856378102,595990,838.4
11595.0,75735.13588779604,157998,7,58299.26958376065,3331.6381856378102,157998,997.1666666666666
11595.0,79254.59212587925,149985,7,56900.59214718244,2181.008184303764,149985,914.3846153846154
11595.0,734.8782634420942,16194519,8,6049800.849586723,1760.597233624891,16194519,793.4
11595.0,75056.92325110387,158986,6,64552.620165257424,2181.008184303764,158986,994.4166666666666
11595.0,151355.9364950751,78986,8,24833.8774171781,2181.008184303764,78986,853.9285714285714
11606.0,373280.51405221625,32059,8,7467.160179268765,2047.7875692003377,32059,747.9375
11595.0,72339.75504960216,165013,10,46583.36103368288,1729.3801480381842,165013,663.1666666666666
11595.0,70321.36995487996,169991,9,53851.33325697305,2118.22723498864,169991,747.125
11595.0,69729.23353972625,171033,7,58298.48959878807,4060.245891568638,171033,917.3846153846154
11595.0,78214.77361117465,152989,6,63398.01211157965,1754.8314733899665,152989,997.1666666666666
11595.0,21496.067057952805,580990,9,96083.45211882963,1760.597233624891,580990,780.5625
11595.0,21769.127039712323,573978,9,97580.81152086936,1754.8314733899665,573978,833.0
11595.0,72873.7046671581,164147,7,57814.20480614316,3506.0217768861617,164147,920.1538461538462
11595.0,64474.87007344965,185297,8,63410.03614570804,1895.8810192851536,185297,746.6875
11595.0,360230.3728402546,32990,7,9434.987136539545,4095.5661696522498,32990,1080.3636363636365
11595.0,83946.87709162645,141935,8,49374.501171681535,2118.22723498864,141935,794.3333333333334
11595.0,63984.42639170405,186983,8,61144.45504821232,1546.5113677934237,186983,747.75
11595.0,21051.107716576316,600966,10,95184.57111843284,3506.0217768861617,600966,790.6875
11595.0,32835.375042341126,374931,8,85323.17365729185,2120.732252245504,374931,820.7333333333333
11595.0,30080.07137062481,408011,7,103109.1117708162,1754.8314733899665,408011,944.0769230769232
11595.0,12880.509783651483,1007957,11,144913.77113231472,2362.781390649588,1007957,763.7058823529412
11595.0,70526.433441377,169993,8,53907.125208436926,2120.732252245504,169993,799.2666666666667
11595.0,83530.91756016703,142977,8,49738.233418281234,2181.008184303764,142977,853.0714285714286
11595.0,124338.4589740384,1694916342,6,36020.55272063437,2423.6297159425985,95988,1085.0
11595.0,1983480.7275154344,5993,6,1698.3002679149529,5797.5,5993,1188.7
11595.0,3567502.986857826,3348,7,693.4490608545086,2537.820147291766,3348,918.7692307692308
11595.0,75568.07392872967,157990,8,54944.36220699385,2181.008184303764,157990,852.7857142857143
11595.0,76046.66861968387,157022,6,63199.27303221138,4414.366205923564,157022,1085.5454545454545
11595.0,60730.95462776403,196045,9,49805.733224018935,2566.88526280022,196045,744.125
11595.0,75171.22964584238,158997,6,65119.45479885409,1977.812908239806,158997,996.0
11595.0,79954.62995899247,148997,7,54619.45185157635,1754.8314733899665,148997,916.3846153846154
11595.0,76427.56879058052,156017,9,46907.05065624844,2365.476336808297,156017,794.9333333333333
11595.0,71065.89920178097,167999,8,54003.29184543158,1760.597233624891,167999,795.9333333333333
11595.0,73040.42350759923,163964,7,59784.99547099311,1754.8314733899665,163964,921.2307692307692
11595.0,169062.6716041734,71021,6,25582.834903505125,1946.274720000824,71021,923.6153846153846
11595.0,743.8625878845954,16032531,7,6536909.93111916,3337.6088746286614,16032531,993.8333333333334
11595.0,399879.8959097885,29974,8,5108.19459300446,3126.6825710327557,29974,856.1428571428571
11595.0,238436.1563843616,50005,6,16740.108094035713,1977.812908239806,50005,993.5833333333334
11595.0,305273.67773677735,39024,7,11135.67352251313,1977.812908239806,39024,916.3846153846154
11595.0,68179.61012464353,174979,8,55403.76163522955,2118.22723498864,174979,795.3333333333334
11595.0,74018.8587827513,160986,6,63892.131355903286,4414.366205923564,160986,1083.2727272727273
11595.0,72535.79530209528,163988,9,52113.4567705063,2181.008184303764,163988,793.0
11595.0,12759.509639908949,1020964,11,142552.47006566467,2120.732252245504,1020964,723.7222222222222
11595.0,71111.37567712364,167990,6,69648.56160754507,1977.812908239806,167990,995.5
11595.0,73417.20578794014,161992,7,58993.87953564901,2181.008184303764,161992,914.8461538461538
11595.0,11949.544812541078,1001126,9,352846.5062130922,2537.820147291766,1001126,797.5333333333333
11595.0,59769.10346344805,200003,7,70140.65521056007,2120.732252245504,200003,853.8571428571429
11595.0,77902.5531748003,152986,7,56318.65633932212,3774.237538894445,152986,993.1666666666666
11595.0,32237.203822489853,381950,8,86649.45311370847,3126.682571032756,381950,879.5
11595.0,68579.048100742,173989,7,60031.80513500045,2120.732252245504,173989,852.2857142857143
11595.0,10540.36423371737,1135919,7,398667.0487263359,1754.8314733899665,1135919,921.0
11595.0,70798.03095564917,169016,7,58418.52122971504,3126.6825710327557,169016,920.4615384615385
11595.0,202025.33360428095,59052,6,20350.41759522394,2118.22723498864,59052,917.6923076923076
11595.0,79269.6253419078,150991,8,50626.94236744098,2179.547085979103,150991,854.9285714285714
11606.0,264898.60287421424,45021,8,11305.698236687887,1837.103570237067,45021,701.5294117647059
11595.0,60148.63798760848,199007,8,73483.69188660648,3337.6088746286614,199007,920.7692307692308
11595.0,75681.04714162742,157992,6,64679.14619720951,3331.6381856378102,157992,1087.0
11595.0,64366.9756338846,185996,10,51052.29402479819,3126.6825710327557,185996,748.25
11595.0,2234764.6727920496,5333,8,857.0877879135113,3337.6088746286614,5333,916.7692307692308
11595.0,76165.05720182435,156988,7,57905.3162625563,3170.403917484332,156988,996.4166666666666
11595.0,74385.17546326677,160005,8,53301.98110273379,1754.8314733899665,160005,850.1428571428571
11595.0,12748.280245580248,1025001,11,147246.372583466,2118.22723498864,1025001,725.9444444444445
11595.0,47063.87775452371,253719,9,79226.50131370635,2178.085007523811,253719,796.0666666666667
11595.0,71524.38440164799,166992,7,58077.91443569578,1947.6382156467405,166992,853.1428571428571
11595.0,315520.8251111637,38007,8,11485.202129365463,1754.8314733899665,38007,856.5714285714286
11595.0,72110.22881999254,165982,9,52445.14236187317,2181.008184303764,165982,797.9333333333333
11595.0,67775.22675092632,175964,7,57982.52952283702,2120.732252245504,175964,851.8571428571429
11595.0,21757.402559976945,582974,10,93275.00193707374,1895.8810192851536,582974,704.6666666666666
11595.0,147245.39665300882,81028,6,29873.95616251721,4414.366205923564,81028,1084.6363636363635
11595.0,75144.65408805032,159000,7,58193.96310958724,2181.008184303764,159000,919.0769230769232
11595.0,67053.03591886246,178068,7,65041.38100624863,2695.6391264410745,178068,918.4615384615385
11595.0,11900.219093953348,1003679,9,352581.56587313744,2539.07508750726,1003679,796.2666666666667
11595.0,57179.49576776033,208991,9,68290.7731091052,1977.812908239806,208991,796.6666666666666
11595.0,848251.7980488499,14043,8,2785.122344923195,2046.6734639060387,14043,744.5
11595.0,68784.19383016873,174008,9,55580.09221706225,3331.6381856378107,174008,854.9285714285714
11595.0,75422.2096424191,158985,7,53439.737049315656,2119.4801137026398,158985,856.5
11595.0,75666.95148580651,157995,7,58790.283937909335,1754.8314733899665,157995,919.6153846153846
11595.0,72658.198515736,163987,8,55175.93560213935,2181.008184303764,163987,851.0714285714286
11595.0,68007.61385266627,175995,8,54910.97809615297,1729.380148038184,175995,748.0625
11595.0,73404.90797546013,163000,6,65343.680536070206,4414.366205923564,163000,1087.7272727272727
11595.0,3974.4913549819953,3004158,8,787512.2151185671,2537.820147291766,3004158,852.8571428571429
11595.0,3963.587162821459,3005863,8,787602.8467264873,2539.07508750726,3005863,851.0
11595.0,73751.01085862795,161991,8,55587.12371840905,2181.008184303764,161991,853.3571428571429
11595.0,31529.273345781006,390970,9,84436.6105443266,2046.6734639060387,390970,725.1176470588235
11595.0,74758.99321054803,159954,7,57759.47368527522,4095.5661696522498,159954,1087.090909090909
11595.0,73409.21998074026,161996,8,54858.728377880725,4095.5661696522498,161996,991.0
11595.0,77137.99021821888,154982,9,46196.25774809656,4095.5661696522498,154982,919.6153846153846
11595.0,72355.42168674698,166000,8,56766.01507273604,1977.812908239806,166000,857.9285714285714
11595.0,233068.54957340396,50985,7,12696.01573329208,2120.732252245504,50985,848.7857142857143
11595.0,1082462.0420038186,10999,8,1792.6448536808878,5790.168988610494,10999,992.1666666666666
11595.0,11915.147619266269,1001834,7,407920.3547819925,2537.820147291766,1001834,918.2307692307692
11595.0,11891.882207861105,1004719,9,352457.9656037775,2534.051597738294,1004719,796.5333333333333
11595.0,73302.12353435635,162983,7,60388.21692157061,1754.8314733899665,162983,919.0
11595.0,70297.42576121229,169992,8,54326.69323901202,1895.8810192851536,169992,746.875
11595.0,50534.06717255814,236019,8,69818.92074025016,1760.597233624891,236019,795.1333333333333
11595.0,74464.82702584456,159995,7,58242.992874393625,4414.366205923564,159995,992.8333333333334
11595.0,75556.92563210508,158953,8,54489.018330476894,3774.237538894445,158953,923.8461538461538
11595.0,74496.47233800564,160021,8,54912.47274960573,1977.812908239806,160021,851.5
11595.0,93544.85776805252,127960,10,37580.28730856704,2695.6391264410745,127960,748.125
11595.0,72681.70426065163,163989,7,60351.11068323432,2181.008184303764,163989,916.8461538461538
11595.0,31470.26628883592,391004,10,80289.42772782175,1760.597233624891,391004,723.8235294117648
11595.0,72274.18484685001,164969,8,52467.93315286331,2365.476336808297,164969,851.6428571428571
11595.0,314775.78120883176,37954,6,11278.589504011572,2181.008184303764,37954,995.5833333333334
11595.0,74434.97174858743,159992,8,54101.77617848297,2565.850856742772,159992,793.9333333333333
11595.0,32040.93323612124,384040,9,82999.83664355696,2566.88526280022,384040,769.0625
11595.0,158675.57084016476,1091235033,6,26311.09140077621,2181.008184303764,75021,992.0
11595.0,76557.99654134376,156130,6,63790.87790585736,2181.008184303764,156130,996.0833333333334
11595.0,264478.4212631672,44998,7,9308.492867627212,2120.732252245504,44998,850.0714285714286
11595.0,752.4112760622147,16404592,9,5649733.277500503,2120.732252245504,16404592,771.4375
11595.0,595876.7013610889,19984,9,3468.93268888285,3384.3030449414546,19984,793.8666666666667
11595.0,76760.36024486394,156005,7,57963.00250475873,2181.008184303764,156005,921.1538461538462
11595.0,65907.169732095,180997,7,61452.0209054728,3776.347044433284,180997,994.0833333333334
11595.0,76002.01262348017,157009,10,46835.28988410105,2118.22723498864,157009,701.9411764705883
11595.0,33066.82539171841,372972,8,85595.21740088497,2120.732252245504,372972,822.2
11595.0,64812.26177925554,184965,8,60831.29823223443,1760.597233624891,184965,799.2
11595.0,70644.91649557918,169991,9,51392.72312424202,1547.9819985572,169991,706.4117647058823
11595.0,78071.48273067168,152988,9,49009.8421923014,3003.17115729357,152988,853.1428571428571
11595.0,741.3186990308361,16056522,8,6057332.278548189,3774.237538894445,16056522,915.6153846153846
11595.0,63666.8262326472,188010,7,68298.7386354975,2181.008184303764,188010,920.7692307692308
11595.0,32879.73934923332,371992,7,93764.40530535384,1754.8314733899665,371992,940.8461538461538
11595.0,75705.78554247372,157980,6,62547.49478596245,4414.366205923564,157980,1087.2727272727273
11595.0,69981.63764166502,171002,8,54275.94189088622,2120.732252245504,171002,797.8
11595.0,2144037.356321839,5568,7,1223.2010464351313,5797.5,5568,1085.2727272727273
11595.0,10131.74228708946,1180942,7,398804.6105243352,2181.008184303764,1180942,920.3846153846154
11595.0,213420.5166684532,55974,7,13585.396689092298,1760.597233624891,55974,853.2857142857143
11595.0,284115.26553941413,41990,7,8332.740141554079,1549.451930753028,41990,852.1428571428571
11595.0,72154.13893838564,164994,7,60729.61483823193,1549.451930753028,164994,850.3571428571429
11595.0,1088082.901554404,675430721,9,1756.9873109144205,2534.051597738294,11001,798.0
11595.0,73939.8578863214,161983,6,63812.048300458126,3774.237538894445,161983,1088.8181818181818
11595.0,72641.64666521201,164988,8,53251.20849556464,3506.0217768861617,164988,856.0714285714286
11595.0,285850.31422586174,42008,8,7899.551895067033,2120.732252245504,42008,800.5333333333333
11595.0,32743.76296611522,375980,8,88623.39746338085,1754.8314733899665,375980,879.3571428571429
11595.0,2000839.6305625525,5955,6,1185.2012487337329,5797.5,5955,1191.5
11595.0,70994.39784248472,167971,8,52739.14217931047,2120.732252245504,167971,795.0
11595.0,661330.6653326664,17991,8,5369.901191784054,2950.7357193951284,17991,793.2
11595.0,30681.809659282662,400009,8,91676.22598112804,2848.073576999021,400009,876.6428571428571
11595.0,144468.13893808506,83001,7,23619.855890754287,1760.597233624891,83001,856.5
11595.0,12910.546261356829,987952,11,142530.09037143312,3331.6381856378102,987952,797.1875
11595.0,172489.27287486952,68984,10,12114.293514733376,2046.6734639060387,68984,661.0555555555555
11595.0,32999.00262312791,373981,7,94076.95018317008,1754.8314733899665,373981,949.3076923076924
11595.0,428173.2418524872,27984,7,7110.419959467937,1754.8314733899665,27984,921.6923076923076
11595.0,629434.3998734911,18971,8,2977.1207806968705,3774.237538894445,18971,918.5384615384615
11595.0,76199.08810718561,157036,7,57012.35127116462,2179.5470859791035,157036,920.4615384615385
11595.0,747637.2285159917,1092236024,8,3438.8214481681,1754.8314733899665,15977,853.2142857142857
11595.0,8786.772119902871,1447972,11,312340.792953893,1895.8810192851536,1447972,669.6315789473684
11595.0,161210.49855989614,73953,7,20972.81956962392,2046.6734639060387,73953,794.8
11595.0,272043.1085444045,43982,8,12035.36042153248,2181.008184303764,43982,854.6428571428571
11595.0,248453.41498469035,48009,8,13040.086820482227,2179.547085979103,48009,852.0
11595.0,70883.48393395002,2390023048,8,54040.7997024118,1760.597233624891,167994,793.8666666666667
11595.0,75035.8481547634,159004,7,57786.30029225497,5790.168988610494,159004,1084.6363636363635
11595.0,74112.03240086188,161971,10,48524.96584434083,2178.085007523811,161971,750.25
11595.0,163463.51419843565,73001,7,19774.585916439988,3126.6825710327557,73001,917.9230769230768
11595.0,11321.049418518827,1049991,8,375034.4189163239,2118.22723498864,1049991,792.4666666666667
11595.0,131909.05096660808,91040,7,31508.845321062887,2196.731435565121,91040,1000.75
11595.0,73159.80659254351,162972,6,65292.42320744422,1977.812908239806,162972,993.5833333333334
11595.0,71115.71470849364,168950,7,57035.5179679002,2119.4801137026398,168950,858.2142857142857
11595.0,74354.24468831709,161013,9,51047.76010179794,1754.8314733899665,161013,798.1333333333333
11595.0,221726.080189728,53972,6,16468.56939141952,2423.6297159425985,53972,1087.909090909091
11595.0,173183.95269290972,68996,7,19426.241063743302,2120.732252245504,68996,853.5
11595.0,72080.2644970521,166051,7,62042.14954824395,1754.8314733899665,166051,920.6923076923076
11595.0,68163.89507971884,174990,9,51252.149969537866,1729.380148038184,174990,701.6470588235294
11595.0,71134.29068133648,167964,8,51575.58381129767,1760.597233624891,167964,796.5333333333333
11595.0,497898.7225897724,24033,7,5908.665424611551,1754.8314733899665,24033,920.4615384615385
11595.0,45247.79092321827,264477,8,92959.73583198473,2181.008184303764,264477,854.7857142857143
11595.0,1085121.8624954529,10996,6,3114.294414470154,4100.748336178004,10996,1193.2
11595.0,10293.33998288886,1162985,9,347840.58092688606,2181.008184303764,1162985,798.0666666666667
11595.0,74335.02954388711,160947,7,59993.83447905293,1947.6382156467405,160947,854.5714285714286
11595.0,58546.41358484647,203992,7,56902.05171930681,1760.597233624891,203992,853.0714285714286
11595.0,371.7185795219674,32121074,10,10685660.255005792,1729.380148038184,32121074,663.3333333333334
11595.0,68834.93750897859,174025,7,58177.38863997478,2989.558880503945,174025,921.4615384615385
11595.0,33104.53923908089,372970,10,79829.42404502936,2179.547085979103,372970,771.6875
11595.0,10660.021088302588,1121949,7,400493.0353725268,1757.5790031691183,1121949,854.2857142857143
